filename, literals, clauses, width
fla-barthel-460-1.cnf, 460, 1978, 5
unif-k5-r16.8-v250000-c4200000-S8240753849357273773.cnf, 250000, 4200000, 5
unif-k5-r21.117-v400-c8447-S926793083548950396.cnf, 400, 8447, 5
fla-barthel-460-4.cnf, 460, 1978, 5
unif-k5-r21.117-v200-c4223-S7017654974457002230.cnf, 200, 4223, 5
fla-qhid-540-5.cnf, 540, 2970, 5
fla-qhid-440-4.cnf, 440, 2420, 5
fla-barthel-500-2.cnf, 500, 2150, 5
fla-qhid-400-1.cnf, 400, 2200, 5
fla-komb-440-3.cnf, 440, 2290, 5
unif-k3-r4.267-v7600-c32429-S892076904192638253.cnf, 7600, 32429, 5
unif-k7-r87.79-v126-c11062-S7227046831584707768.cnf, 126, 11062, 7
unif-k3-r4.267-v5000-c21335-S7074029117783721897.cnf, 5000, 21335, 7
fla-barthel-440-4.cnf, 440, 1892, 7
fla-qhid-500-5.cnf, 500, 2750, 7
unif-k7-r87.79-v158-c13871-S5316340954353156769.cnf, 158, 13871, 7
unif-k7-r63.0-v50000-c3150000-S2363790937471111389.cnf, 50000, 3150000, 7
unif-k7-r69.0-v50000-c3450000-S4528072599893046293.cnf, 50000, 3450000, 7
fla-qhid-460-1.cnf, 460, 2530, 7
unif-k3-r4.267-v9200-c39256-S4597635838589708274.cnf, 9200, 39256, 7
unif-k5-r21.117-v330-c6969-S653720851959789752.cnf, 330, 6969, 7
unif-k7-r87.79-v116-c10184-S1739221206546805094.cnf, 116, 10184, 7
fla-qhid-460-2.cnf, 460, 2530, 7
unif-k5-r21.117-v390-c8236-S6114641627513131478.cnf, 390, 8236, 7
unif-k5-r21.117-v450-c9503-S1476844462704965621.cnf, 450, 9503, 7
fla-barthel-400-3.cnf, 400, 1720, 7
unif-k7-r87.79-v162-c14222-S3347100399535317523.cnf, 162, 14222, 7
unif-k3-r4.267-v12000-c51204-S365989707217707068.cnf, 12000, 51204, 7
fla-barthel-540-1.cnf, 540, 2322, 7
fla-barthel-400-1.cnf, 400, 1720, 7
unif-k3-r4.04-v1000000-c4040000-S3648196613327842796.cnf, 1000000, 4040000, 7
unif-k5-r21.117-v460-c9714-S298966016896146938.cnf, 460, 9714, 7
unif-k5-r21.117-v560-c11826-S5426282010500917383.cnf, 560, 11826, 7
fla-barthel-440-1.cnf, 440, 1892, 7
unif-k5-r21.117-v570-c12037-S3805302889558149616.cnf, 570, 12037, 7
unif-k3-r4.267-v12200-c52057-S6053291297272763057.cnf, 12200, 52057, 7
fla-komb-500-2.cnf, 500, 2603, 7
fla-komb-540-5.cnf, 540, 2811, 7
unif-k7-r61.0-v50000-c3050000-S7057355605457373895.cnf, 50000, 3050000, 7
unif-k5-r18.4-v250000-c4600000-S7836383387073567322.cnf, 250000, 4600000, 7
unif-k7-r87.79-v138-c12115-S1506684790007871380.cnf, 138, 12115, 7
unif-k7-r87.79-v136-c11939-S181454747818336060.cnf, 136, 11939, 7
unif-k7-r87.79-v130-c11413-S5219045117003365504.cnf, 130, 11413, 7
fla-qhid-400-3.cnf, 400, 2200, 7
fla-qhid-440-5.cnf, 440, 2420, 7
unif-k3-r4.267-v7000-c29869-S7195340798904639522.cnf, 7000, 29869, 7
unif-k3-r3.96-v1000000-c3960000-S3558148460087367656.cnf, 1000000, 3960000, 7
unif-k3-r4.24-v1000000-c4240000-S3906858592692058814.cnf, 1000000, 4240000, 7
unif-k7-r87.79-v168-c14749-S1212684761695687450.cnf, 168, 14749, 7
fla-barthel-460-2.cnf, 460, 1978, 7
unif-k5-r21.117-v260-c5490-S8347969854513386993.cnf, 260, 5490, 7
unif-k3-r4.267-v8800-c37550-S4522636208784436489.cnf, 8800, 37550, 7
fla-barthel-520-2.cnf, 520, 2236, 7
fla-komb-400-2.cnf, 400, 2082, 7
fla-barthel-420-3.cnf, 420, 1806, 7
fla-barthel-500-1.cnf, 500, 2150, 7
minisat, 0, 0, 7
fla-komb-500-3.cnf, 500, 2603, 7
unif-k3-r4.267-v8200-c34989-S4251477819550845587.cnf, 8200, 34989, 7
fla-barthel-500-4.cnf, 500, 2150, 7
unif-k7-r71.0-v50000-c3550000-S5691884605131494344.cnf, 50000, 3550000, 7
unif-k5-r21.117-v510-c10770-S6558866167722679676.cnf, 510, 10770, 7
unif-k3-r4.267-v6800-c29016-S3551890511093118645.cnf, 6800, 29016, 7
fla-komb-400-4.cnf, 400, 2082, 7
fla-komb-540-2.cnf, 540, 2811, 7
unif-k3-r4.267-v7800-c33283-S8028698157388906590.cnf, 7800, 33283, 7
unif-k5-r21.117-v210-c4435-S4338293904774857380.cnf, 210, 4435, 7
fla-barthel-480-3.cnf, 480, 2064, 7
unif-k3-r4.1-v1000000-c4100000-S1803403067600470239.cnf, 1000000, 4100000, 7
unif-k7-r87.79-v166-c14573-S5710365506944819593.cnf, 166, 14573, 7
fla-barthel-460-5.cnf, 460, 1978, 7
fla-barthel-480-4.cnf, 480, 2064, 7
fla-qhid-420-4.cnf, 420, 2310, 7
fla-barthel-500-3.cnf, 500, 2150, 7
fla-komb-420-5.cnf, 420, 2186, 7
unif-k3-r4.267-v9600-c40963-S2091738361900960619.cnf, 9600, 40963, 7
unif-k5-r21.117-v500-c10559-S1170097646465327720.cnf, 500, 10559, 7
unif-k5-r21.117-v340-c7180-S5810340120132705187.cnf, 340, 7180, 7
fla-komb-440-5.cnf, 440, 2290, 7
unif-k3-r4.267-v11000-c46937-S9098117218198287884.cnf, 11000, 46937, 7
unif-k3-r4.267-v6000-c25602-S5109966790751270824.cnf, 6000, 25602, 7
unif-k3-r3.92-v1000000-c3920000-S6092741848089267191.cnf, 1000000, 3920000, 7
unif-k3-r4.267-v11800-c50351-S6287348815442007821.cnf, 11800, 50351, 7
fla-komb-520-3.cnf, 520, 2707, 7
fla-komb-420-2.cnf, 420, 2186, 7
unif-k7-r55.0-v50000-c2750000-S2838912274901356185.cnf, 50000, 2750000, 7
unif-k7-r67.0-v50000-c3350000-S5951703576592014286.cnf, 50000, 3350000, 7
unif-k3-r4.267-v12400-c52911-S2334537137721322360.cnf, 12400, 52911, 7
fla-barthel-440-5.cnf, 440, 1892, 7
unif-k5-r17.4-v250000-c4350000-S6286569390624908822.cnf, 250000, 4350000, 7
fla-qhid-500-1.cnf, 500, 2750, 7
fla-qhid-480-4.cnf, 480, 2640, 7
fla-komb-420-1.cnf, 420, 2186, 7
unif-k3-r4.267-v6600-c28162-S4004217715910706598.cnf, 6600, 28162, 7
fla-komb-420-4.cnf, 420, 2186, 7
unif-k5-r21.117-v250-c5279-S8505979525147291692.cnf, 250, 5279, 7
unif-k5-r18.2-v250000-c4550000-S5831121207202121564.cnf, 250000, 4550000, 7
unif-k7-r87.79-v154-c13520-S6707779930891676684.cnf, 154, 13520, 7
unif-k7-r87.79-v122-c10710-S4968507719203311946.cnf, 122, 10710, 7
unif-k5-r21.117-v410-c8658-S2670570494612144143.cnf, 410, 8658, 7
fla-komb-480-5.cnf, 480, 2498, 7
fla-barthel-540-2.cnf, 540, 2322, 7
fla-komb-540-4.cnf, 540, 2811, 7
fla-qhid-540-4.cnf, 540, 2970, 7
unif-k5-r21.117-v290-c6124-S7620841426942992612.cnf, 290, 6124, 7
unif-k7-r57.0-v50000-c2850000-S5294573870469360652.cnf, 50000, 2850000, 7
fla-komb-480-2.cnf, 480, 2498, 7
unif-k7-r87.79-v94-c8252-S7774212220528856960.cnf, 94, 8252, 7
unif-k5-r21.117-v480-c10136-S5706060576835402298.cnf, 480, 10136, 7
unif-k7-r87.79-v142-c12466-S6659204192969892319.cnf, 142, 12466, 7
fla-barthel-460-3.cnf, 460, 1978, 7
unif-k3-r3.9-v1000000-c3900000-S3575032788706252793.cnf, 1000000, 3900000, 7
fla-qhid-440-2.cnf, 440, 2420, 7
unif-k5-r21.117-v370-c7813-S9201248559798997869.cnf, 370, 7813, 7
fla-barthel-520-3.cnf, 520, 2236, 7
unif-k7-r87.79-v160-c14046-S3361052483515466535.cnf, 160, 14046, 7
fla-komb-460-4.cnf, 460, 2394, 7
unif-k7-r87.79-v114-c10008-S4089206693193753515.cnf, 114, 10008, 7
unif-k5-r21.117-v530-c11192-S2336161258128237530.cnf, 530, 11192, 7
unif-k7-r87.79-v156-c13695-S7272687843958500472.cnf, 156, 13695, 7
unif-k3-r4.08-v1000000-c4080000-S2034309162892465333.cnf, 1000000, 4080000, 7
fla-qhid-520-3.cnf, 520, 2860, 7
fla-barthel-400-5.cnf, 400, 1720, 7
fla-barthel-540-4.cnf, 540, 2322, 7
unif-k5-r21.117-v590-c12459-S7504243864067342723.cnf, 590, 12459, 7
unif-k3-r4.267-v9800-c41817-S5391086444281741437.cnf, 9800, 41817, 7
unif-k5-r16.6-v250000-c4150000-S303183903773180703.cnf, 250000, 4150000, 7
unif-k7-r64.0-v50000-c3200000-S8337067477043342710.cnf, 50000, 3200000, 7
unif-k5-r21.117-v520-c10981-S5055729529807579867.cnf, 520, 10981, 7
unif-k3-r4.267-v7200-c30722-S2116382194526667632.cnf, 7200, 30722, 7
unif-k5-r16.0-v250000-c4000000-S2840568844400290198.cnf, 250000, 4000000, 7
unif-k7-r87.79-v112-c9832-S3760299964096617842.cnf, 112, 9832, 7
unif-k3-r4.267-v5200-c22188-S5665631340754450009.cnf, 5200, 22188, 7
unif-k7-r87.79-v148-c12993-S8241986391234986808.cnf, 148, 12993, 7
unif-k7-r66.0-v50000-c3300000-S1769616676470043497.cnf, 50000, 3300000, 7
unif-k3-r4.02-v1000000-c4020000-S6225052805065479883.cnf, 1000000, 4020000, 7
unif-k3-r3.94-v1000000-c3940000-S1376986686936395754.cnf, 1000000, 3940000, 7
unif-k3-r4.06-v1000000-c4060000-S3907108879416075214.cnf, 1000000, 4060000, 7
fla-qhid-540-3.cnf, 540, 2970, 7
unif-k5-r21.117-v280-c5913-S4476019334418644442.cnf, 280, 5913, 7
fla-komb-440-1.cnf, 440, 2290, 7
fla-barthel-520-4.cnf, 520, 2236, 7
fla-komb-520-1.cnf, 520, 2707, 7
fla-qhid-520-2.cnf, 520, 2860, 7
fla-komb-480-3.cnf, 480, 2498, 7
fla-qhid-420-1.cnf, 420, 2310, 7
fla-komb-400-5.cnf, 400, 2082, 7
unif-k3-r4.12-v1000000-c4120000-S6495358784648759216.cnf, 1000000, 4120000, 7
unif-k7-r87.79-v92-c8077-S5138510769322313575.cnf, 92, 8077, 7
unif-k3-r4.267-v7400-c31576-S6586437018643981673.cnf, 7400, 31576, 7
fla-qhid-480-3.cnf, 480, 2640, 7
unif-k7-r87.79-v118-c10359-S3716702421731913834.cnf, 118, 10359, 7
unif-k3-r3.88-v1000000-c3880000-S5533253374837807138.cnf, 1000000, 3880000, 7
unif-k7-r87.79-v140-c12291-S1676175786305585405.cnf, 140, 12291, 7
fla-barthel-540-3.cnf, 540, 2322, 7
unif-k7-r87.79-v152-c13344-S7099058550030087021.cnf, 152, 13344, 7
unif-k7-r87.79-v146-c12817-S9056440324072995731.cnf, 146, 12817, 7
unif-k5-r21.117-v420-c8869-S773221119487967517.cnf, 420, 8869, 7
fla-qhid-420-2.cnf, 420, 2310, 7
unif-k3-r4.267-v11200-c47790-S6594156138158251338.cnf, 11200, 47790, 7
unif-k7-r87.79-v132-c11588-S1576450241435659387.cnf, 132, 11588, 7
unif-k3-r4.267-v5600-c23895-S3371819844871995942.cnf, 5600, 23895, 7
unif-k7-r68.0-v50000-c3400000-S1444615878917653225.cnf, 50000, 3400000, 7
fla-qhid-460-3.cnf, 460, 2530, 7
fla-komb-420-3.cnf, 420, 2186, 7
fla-qhid-520-5.cnf, 520, 2860, 7
fla-komb-540-3.cnf, 540, 2811, 7
unif-k7-r87.79-v100-c8779-S8080493432133929252.cnf, 100, 8779, 7
fla-barthel-480-2.cnf, 480, 2064, 7
fla-barthel-420-1.cnf, 420, 1806, 7
unif-k3-r4.267-v10400-c44377-S5638656085474036403.cnf, 10400, 44377, 7
unif-k7-r87.79-v164-c14398-S5255820065687177941.cnf, 164, 14398, 7
unif-k3-r4.267-v6200-c26455-S2786480448233294612.cnf, 6200, 26455, 7
fla-komb-480-1.cnf, 480, 2498, 7
fla-qhid-440-3.cnf, 440, 2420, 7
fla-qhid-480-2.cnf, 480, 2640, 7
fla-barthel-480-5.cnf, 480, 2064, 7
unif-k5-r17.0-v250000-c4250000-S8760688634393583353.cnf, 250000, 4250000, 7
fla-komb-500-4.cnf, 500, 2603, 7
fla-komb-520-5.cnf, 520, 2707, 7
unif-k7-r65.0-v50000-c3250000-S7123633707112711231.cnf, 50000, 3250000, 7
unif-k5-r21.117-v380-c8024-S5594608747426617875.cnf, 380, 8024, 7
fla-komb-520-4.cnf, 520, 2707, 7
unif-k7-r87.79-v96-c8428-S353981898101299977.cnf, 96, 8428, 7
unif-k5-r21.117-v350-c7391-S6288900680238461676.cnf, 350, 7391, 7
unif-k3-r4.267-v11400-c48644-S2086773782901919115.cnf, 11400, 48644, 7
fla-qhid-500-4.cnf, 500, 2750, 7
unif-k7-r87.79-v106-c9306-S6638513661411140338.cnf, 106, 9306, 7
fla-barthel-500-5.cnf, 500, 2150, 7
fla-barthel-400-4.cnf, 400, 1720, 7
unif-k3-r4.267-v10000-c42670-S2792594894705517538.cnf, 10000, 42670, 7
fla-barthel-420-4.cnf, 420, 1806, 7
unif-k7-r87.79-v110-c9657-S2582488838921660314.cnf, 110, 9657, 7
unif-k7-r73.0-v50000-c3650000-S484954902471223137.cnf, 50000, 3650000, 7
unif-k7-r60.0-v50000-c3000000-S3931871218776579289.cnf, 50000, 3000000, 7
fla-qhid-520-1.cnf, 520, 2860, 7
unif-k5-r21.117-v490-c10347-S5526178878553370365.cnf, 490, 10347, 7
unif-k7-r72.0-v50000-c3600000-S1268052464921509571.cnf, 50000, 3600000, 7
fla-qhid-440-1.cnf, 440, 2420, 7
unif-k5-r17.2-v250000-c4300000-S1646500780636228959.cnf, 250000, 4300000, 7
unif-k3-r4.267-v8000-c34136-S8324805458183996333.cnf, 8000, 34136, 7
unif-k5-r21.117-v320-c6757-S3765877512010510940.cnf, 320, 6757, 7
unif-k7-r87.79-v90-c7901-S1505320570128184700.cnf, 90, 7901, 7
unif-k7-r87.79-v120-c10535-S8051742573598022453.cnf, 120, 10535, 7
unif-k7-r87.79-v98-c8603-S1013303228989944376.cnf, 98, 8603, 7
fla-qhid-420-3.cnf, 420, 2310, 7
fla-qhid-540-2.cnf, 540, 2970, 7
fla-komb-400-3.cnf, 400, 2082, 7
fla-komb-500-5.cnf, 500, 2603, 7
unif-k3-r4.267-v12800-c54618-S3060701628790116867.cnf, 12800, 54618, 7
fla-komb-440-4.cnf, 440, 2290, 7
unif-k3-r4.267-v6400-c27309-S1880194658984994893.cnf, 6400, 27309, 7
unif-k5-r21.117-v220-c4646-S3201531608874935185.cnf, 220, 4646, 7
fla-qhid-460-5.cnf, 460, 2530, 7
fla-qhid-460-4.cnf, 460, 2530, 7
unif-k3-r4.16-v1000000-c4160000-S7186805250290616461.cnf, 1000000, 4160000, 7
unif-k7-r87.79-v102-c8955-S1418638565513380718.cnf, 102, 8955, 7
fla-qhid-400-4.cnf, 400, 2200, 7
fla-komb-540-1.cnf, 540, 2811, 7
unif-k5-r21.117-v580-c12248-S4721380287270829949.cnf, 580, 12248, 7
fla-qhid-540-1.cnf, 540, 2970, 7
unif-k5-r21.117-v430-c9080-S3233086698619218354.cnf, 430, 9080, 7
unif-k7-r62.0-v50000-c3100000-S3971333156363194488.cnf, 50000, 3100000, 7
fla-qhid-520-4.cnf, 520, 2860, 7
fla-komb-460-1.cnf, 460, 2394, 7
fla-barthel-540-5.cnf, 540, 2322, 7
unif-k5-r21.117-v300-c6335-S8986392965421609177.cnf, 300, 6335, 7
unif-k5-r21.117-v230-c4857-S5479775162221994885.cnf, 230, 4857, 7
fla-komb-460-3.cnf, 460, 2394, 7
unif-k3-r4.267-v8400-c35843-S4656778782023735076.cnf, 8400, 35843, 7
fla-qhid-400-2.cnf, 400, 2200, 7
unif-k7-r58.0-v50000-c2900000-S1519171200728684507.cnf, 50000, 2900000, 7
unif-k7-r87.79-v134-c11764-S4638772874971766657.cnf, 134, 11764, 7
fla-barthel-440-2.cnf, 440, 1892, 7
unif-k3-r4.267-v9400-c40110-S8330616637350595291.cnf, 9400, 40110, 7
unif-k3-r4.267-v10200-c43523-S6513283821756523194.cnf, 10200, 43523, 7
unif-k7-r59.0-v50000-c2950000-S92128245810540814.cnf, 50000, 2950000, 7
unif-k3-r3.86-v1000000-c3860000-S7839921735041677298.cnf, 1000000, 3860000, 7
unif-k3-r3.98-v1000000-c3980000-S3889317858349292504.cnf, 1000000, 3980000, 7
unif-k7-r70.0-v50000-c3500000-S187829520812454032.cnf, 50000, 3500000, 7
unif-k3-r4.267-v9000-c38403-S8769211094528226488.cnf, 9000, 38403, 7
fla-barthel-420-5.cnf, 420, 1806, 7
fla-barthel-440-3.cnf, 440, 1892, 7
unif-k3-r4.267-v5800-c24749-S951551402962180994.cnf, 5800, 24749, 7
fla-komb-400-1.cnf, 400, 2082, 7
unif-k3-r4.267-v12600-c53764-S1775739967686661438.cnf, 12600, 53764, 7
fla-komb-440-2.cnf, 440, 2290, 7
unif-k5-r21.117-v550-c11614-S7034194115424850348.cnf, 550, 11614, 7
fla-komb-520-2.cnf, 520, 2707, 7
fla-qhid-400-5.cnf, 400, 2200, 7
unif-k5-r16.4-v250000-c4100000-S3038296532372708244.cnf, 250000, 4100000, 7
fla-qhid-480-1.cnf, 480, 2640, 7
fla-barthel-520-1.cnf, 520, 2236, 7
unif-k5-r16.2-v250000-c4050000-S2405994902167461951.cnf, 250000, 4050000, 7
fla-komb-460-2.cnf, 460, 2394, 7
fla-qhid-480-5.cnf, 480, 2640, 7
unif-k3-r4.267-v10600-c45230-S7449323914244751334.cnf, 10600, 45230, 7
unif-k3-r4.14-v1000000-c4140000-S3119151050448401118.cnf, 1000000, 4140000, 7
fla-qhid-500-3.cnf, 500, 2750, 7
fla-komb-460-5.cnf, 460, 2394, 7
fla-qhid-420-5.cnf, 420, 2310, 7
unif-k3-r4.22-v1000000-c4220000-S5452028736135744721.cnf, 1000000, 4220000, 7
unif-k7-r56.0-v50000-c2800000-S375690732952207170.cnf, 50000, 2800000, 7
fla-komb-500-1.cnf, 500, 2603, 7
unif-k7-r87.79-v104-c9130-S6462582408680155807.cnf, 104, 9130, 7
fla-qhid-500-2.cnf, 500, 2750, 7
unif-k7-r87.79-v144-c12642-S338158326836353896.cnf, 144, 12642, 7
unif-k7-r74.0-v50000-c3700000-S1863802562722817474.cnf, 50000, 3700000, 7
unif-k5-r21.117-v270-c5702-S4684262872511140577.cnf, 270, 5702, 7
fla-barthel-420-2.cnf, 420, 1806, 7
unif-k7-r87.79-v124-c10886-S3428763825753429360.cnf, 124, 10886, 7
unif-k5-r21.117-v360-c7602-S2768201943024705773.cnf, 360, 7602, 7
unif-k5-r21.117-v470-c9925-S3861407635422855456.cnf, 470, 9925, 7
fla-barthel-480-1.cnf, 480, 2064, 7
unif-k5-r21.117-v540-c11403-S5955214796121725857.cnf, 540, 11403, 7
unif-k7-r87.79-v128-c11237-S1617148845033649152.cnf, 128, 11237, 7
unif-k5-r21.117-v310-c6546-S5772513443034737376.cnf, 310, 6546, 7
unif-k3-r4.267-v10800-c46084-S1881304935716566882.cnf, 10800, 46084, 7
fla-komb-480-4.cnf, 480, 2498, 7
unif-k7-r87.79-v108-c9481-S7477861216634081134.cnf, 108, 9481, 7
unif-k5-r17.6-v250000-c4400000-S1262889179860729124.cnf, 250000, 4400000, 7
unif-k5-r21.117-v240-c5068-S4194079980096314847.cnf, 240, 5068, 7
unif-k3-r4.0-v1000000-c4000000-S356736642989856023.cnf, 1000000, 4000000, 7
unif-k3-r4.267-v5400-c23042-S823501920153658085.cnf, 5400, 23042, 7
unif-k7-r87.79-v150-c13169-S7354925667970663918.cnf, 150, 13169, 7
unif-k3-r4.267-v8600-c36696-S6284838828766879342.cnf, 8600, 36696, 7
unif-k3-r4.18-v1000000-c4180000-S4969147505764197198.cnf, 1000000, 4180000, 7
unif-k3-r4.2-v1000000-c4200000-S4695948887549984591.cnf, 1000000, 4200000, 7
fla-barthel-400-2.cnf, 400, 1720, 7
unif-k5-r17.8-v250000-c4450000-S8028644498661653645.cnf, 250000, 4450000, 7
